2017-12-20 17:18:08,532 INFO  [http-nio-8082-exec-1] [/]: Initializing Spring FrameworkServlet 'dispatcherServlet'
2017-12-20 17:18:08,533 INFO  [http-nio-8082-exec-1] DispatcherServlet: FrameworkServlet 'dispatcherServlet': initialization started
2017-12-20 17:18:08,559 INFO  [http-nio-8082-exec-1] DispatcherServlet: FrameworkServlet 'dispatcherServlet': initialization completed in 25 ms
2017-12-20 17:18:08,879 INFO  [http-nio-8082-exec-1] Version: HHH000412: Hibernate Core {5.2.12.Final}
2017-12-20 17:18:08,881 INFO  [http-nio-8082-exec-1] Environment: HHH000206: hibernate.properties not found
2017-12-20 17:18:09,329 INFO  [http-nio-8082-exec-1] MySessionFactory: Hibernate Configuration file loaded Successfully
2017-12-20 17:18:09,378 INFO  [http-nio-8082-exec-1] Version: HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2017-12-20 17:18:09,498 WARN  [http-nio-8082-exec-1] ConnectionProviderInitiator: HHH000022: c3p0 properties were encountered, but the c3p0 provider class was not found on the classpath; these properties are going to be ignored.
2017-12-20 17:18:09,503 WARN  [http-nio-8082-exec-1] pooling: HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2017-12-20 17:18:09,505 INFO  [http-nio-8082-exec-1] pooling: HHH10001005: using driver [com.mysql.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/devicemgm]
2017-12-20 17:18:09,506 INFO  [http-nio-8082-exec-1] pooling: HHH10001001: Connection properties: {user=root, password=****}
2017-12-20 17:18:09,506 INFO  [http-nio-8082-exec-1] pooling: HHH10001003: Autocommit mode: false
2017-12-20 17:18:09,512 INFO  [http-nio-8082-exec-1] DriverManagerConnectionProviderImpl: HHH000115: Hibernate connection pool size: 20 (min=1)
2017-12-20 17:18:09,585 INFO  [http-nio-8082-exec-1] Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2017-12-20 17:18:09,644 INFO  [http-nio-8082-exec-1] LobCreatorBuilderImpl: HHH000423: Disabling contextual LOB creation as JDBC driver reported JDBC version [3] less than 4
2017-12-20 17:18:10,388 INFO  [http-nio-8082-exec-1] access: HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@1a0e0472] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
2017-12-20 17:18:10,435 INFO  [http-nio-8082-exec-1] MySessionFactory: Session factory object created
2017-12-20 17:18:10,436 INFO  [http-nio-8082-exec-1] MySessionFactory: session factory call
2017-12-20 17:18:10,614 INFO  [http-nio-8082-exec-1] UserDAO: Deivce status not found ID0
2017-12-20 17:18:10,864 INFO  [http-nio-8082-exec-2] MySessionFactory: session factory call
2017-12-20 17:18:10,873 INFO  [http-nio-8082-exec-2] MySessionFactory: session factory call
2017-12-20 17:18:10,877 WARN  [http-nio-8082-exec-2] deprecation: HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2017-12-20 17:18:11,002 INFO  [http-nio-8082-exec-5] MySessionFactory: session factory call
2017-12-20 17:18:11,037 INFO  [http-nio-8082-exec-5] UserDAO: Checking Validity
2017-12-20 17:18:11,038 INFO  [http-nio-8082-exec-5] MySessionFactory: session factory call
2017-12-20 17:18:11,041 INFO  [http-nio-8082-exec-5] UserDAO: change status excecuting
2017-12-20 17:18:11,054 INFO  [http-nio-8082-exec-5] UserDAO: Device Not Valid right now
2017-12-20 17:18:11,054 INFO  [http-nio-8082-exec-5] UserDAO: Deivce status found
2017-12-20 17:18:11,223 INFO  [http-nio-8082-exec-4] MySessionFactory: session factory call
2017-12-20 17:18:11,228 INFO  [http-nio-8082-exec-4] MySessionFactory: session factory call
2017-12-20 17:18:11,229 WARN  [http-nio-8082-exec-4] deprecation: HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2017-12-20 17:18:11,333 INFO  [http-nio-8082-exec-7] MySessionFactory: session factory call
2017-12-20 17:18:11,337 INFO  [http-nio-8082-exec-7] UserDAO: Checking Validity
2017-12-20 17:18:11,338 INFO  [http-nio-8082-exec-7] MySessionFactory: session factory call
2017-12-20 17:18:11,343 INFO  [http-nio-8082-exec-7] UserDAO: change status excecuting
2017-12-20 17:18:11,348 INFO  [http-nio-8082-exec-7] UserDAO: Device Not Valid right now
2017-12-20 17:18:11,348 INFO  [http-nio-8082-exec-7] UserDAO: Deivce status found
2017-12-20 17:18:11,500 INFO  [http-nio-8082-exec-6] MySessionFactory: session factory call
2017-12-20 17:18:11,505 INFO  [http-nio-8082-exec-6] MySessionFactory: session factory call
2017-12-20 17:18:11,506 WARN  [http-nio-8082-exec-6] deprecation: HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2017-12-20 17:18:11,588 INFO  [http-nio-8082-exec-9] MySessionFactory: session factory call
2017-12-20 17:18:11,595 INFO  [http-nio-8082-exec-9] UserDAO: Checking Validity
2017-12-20 17:18:11,595 INFO  [http-nio-8082-exec-9] UserDAO: Deivce status found
2017-12-20 17:18:11,771 INFO  [http-nio-8082-exec-8] MySessionFactory: session factory call
2017-12-20 17:18:11,776 INFO  [http-nio-8082-exec-8] MySessionFactory: session factory call
2017-12-20 17:18:11,777 WARN  [http-nio-8082-exec-8] deprecation: HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2017-12-20 17:18:11,855 INFO  [http-nio-8082-exec-10] MySessionFactory: session factory call
2017-12-20 17:18:11,862 INFO  [http-nio-8082-exec-10] UserDAO: Checking Validity
2017-12-20 17:18:11,863 INFO  [http-nio-8082-exec-10] MySessionFactory: session factory call
2017-12-20 17:18:11,866 INFO  [http-nio-8082-exec-10] UserDAO: change status excecuting
2017-12-20 17:18:11,868 INFO  [http-nio-8082-exec-10] UserDAO: Device Not Valid right now
2017-12-20 17:18:11,868 INFO  [http-nio-8082-exec-10] UserDAO: Deivce status found
2017-12-20 17:18:11,991 INFO  [http-nio-8082-exec-1] MySessionFactory: session factory call
